0, 0, 0, 0.181468
0, 0, 1, 0.141787
0, 0, 2, 0.125389
0, 0, 3, 0.131601
0, 0, 4, 0.164598
0, 0, 5, 0.221967
0, 0, 6, 0.291813
0, 0, 7, 100.000000
0, 0, 8, 100.000000
0, 0, 9, 100.000000
0, 0, 10, 100.000000
0, 0, 11, 100.000000
0, 0, 12, 100.000000
0, 0, 13, 100.000000
0, 1, 0, 0.138844
0, 1, 1, 0.100964
0, 1, 2, 0.086225
0, 1, 3, 0.089397
0, 1, 4, 0.120240
0, 1, 5, 0.182354
0, 1, 6, 0.259389
0, 1, 7, 100.000000
0, 1, 8, 100.000000
0, 1, 9, 100.000000
0, 1, 10, 100.000000
0, 1, 11, 100.000000
0, 1, 12, 100.000000
0, 1, 13, 100.000000
0, 2, 0, 0.133276
0, 2, 1, 0.091347
0, 2, 2, 0.076272
0, 2, 3, 0.075679
0, 2, 4, 0.100376
0, 2, 5, 0.166515
0, 2, 6, 0.255962
0, 2, 7, 0.373090
0, 2, 8, 100.000000
0, 2, 9, 100.000000
0, 2, 10, 100.000000
0, 2, 11, 100.000000
0, 2, 12, 100.000000
0, 2, 13, 100.000000
0, 3, 0, 0.132636
0, 3, 1, 0.087860
0, 3, 2, 0.071704
0, 3, 3, 0.071234
0, 3, 4, 0.094779
0, 3, 5, 0.160779
0, 3, 6, 0.262717
0, 3, 7, 100.000000
0, 3, 8, 100.000000
0, 3, 9, 100.000000
0, 3, 10, 100.000000
0, 3, 11, 100.000000
0, 3, 12, 100.000000
0, 3, 13, 100.000000
0, 4, 0, 0.131212
0, 4, 1, 0.087537
0, 4, 2, 0.067844
0, 4, 3, 0.068683
0, 4, 4, 0.093717
0, 4, 5, 0.154266
0, 4, 6, 0.251003
0, 4, 7, 0.372231
0, 4, 8, 100.000000
0, 4, 9, 100.000000
0, 4, 10, 100.000000
0, 4, 11, 100.000000
0, 4, 12, 100.000000
0, 4, 13, 100.000000
0, 5, 0, 0.136988
0, 5, 1, 0.093527
0, 5, 2, 0.068440
0, 5, 3, 0.066484
0, 5, 4, 0.092404
0, 5, 5, 0.152497
0, 5, 6, 0.237589
0, 5, 7, 0.354638
0, 5, 8, 100.000000
0, 5, 9, 100.000000
0, 5, 10, 100.000000
0, 5, 11, 100.000000
0, 5, 12, 100.000000
0, 5, 13, 100.000000
0, 6, 0, 0.144927
0, 6, 1, 0.098972
0, 6, 2, 0.070404
0, 6, 3, 0.067148
0, 6, 4, 0.093303
0, 6, 5, 0.154786
0, 6, 6, 0.248097
0, 6, 7, 0.372532
0, 6, 8, 100.000000
0, 6, 9, 100.000000
0, 6, 10, 100.000000
0, 6, 11, 100.000000
0, 6, 12, 100.000000
0, 6, 13, 100.000000
0, 7, 0, 0.138932
0, 7, 1, 0.092995
0, 7, 2, 0.070293
0, 7, 3, 0.069713
0, 7, 4, 0.094253
0, 7, 5, 0.156449
0, 7, 6, 0.255903
0, 7, 7, 0.365728
0, 7, 8, 100.000000
0, 7, 9, 100.000000
0, 7, 10, 100.000000
0, 7, 11, 100.000000
0, 7, 12, 100.000000
0, 7, 13, 100.000000
0, 8, 0, 0.132965
0, 8, 1, 0.092545
0, 8, 2, 0.074924
0, 8, 3, 0.072939
0, 8, 4, 0.092484
0, 8, 5, 0.154040
0, 8, 6, 0.251951
0, 8, 7, 0.357486
0, 8, 8, 100.000000
0, 8, 9, 100.000000
0, 8, 10, 100.000000
0, 8, 11, 100.000000
0, 8, 12, 100.000000
0, 8, 13, 100.000000
0, 9, 0, 0.132164
0, 9, 1, 0.096418
0, 9, 2, 0.079004
0, 9, 3, 0.073522
0, 9, 4, 0.089863
0, 9, 5, 0.151747
0, 9, 6, 0.250092
0, 9, 7, 0.365435
0, 9, 8, 100.000000
0, 9, 9, 100.000000
0, 9, 10, 100.000000
0, 9, 11, 100.000000
0, 9, 12, 100.000000
0, 9, 13, 100.000000
0, 10, 0, 0.132249
0, 10, 1, 0.099293
