0, 0, 0, 0.142971
0, 0, 1, 0.110535
0, 0, 2, 0.103142
0, 0, 3, 0.101105
0, 0, 4, 0.103941
0, 0, 5, 0.113965
0, 0, 6, 0.117527
0, 0, 7, 0.120373
0, 0, 8, 0.129310
0, 0, 9, 0.137015
0, 0, 10, 0.186965
0, 0, 11, 0.303697
0, 0, 12, 100.000000
0, 0, 13, 100.000000
0, 1, 0, 0.110739
0, 1, 1, 0.066373
0, 1, 2, 0.061715
0, 1, 3, 0.060666
0, 1, 4, 0.061502
0, 1, 5, 0.071616
0, 1, 6, 0.080503
0, 1, 7, 0.088852
0, 1, 8, 0.110755
0, 1, 9, 0.142531
0, 1, 10, 0.182543
0, 1, 11, 0.295350
0, 1, 12, 100.000000
0, 1, 13, 100.000000
0, 2, 0, 0.103183
0, 2, 1, 0.054080
0, 2, 2, 0.044995
0, 2, 3, 0.044240
0, 2, 4, 0.047892
0, 2, 5, 0.057889
0, 2, 6, 0.069114
0, 2, 7, 0.082082
0, 2, 8, 0.112358
0, 2, 9, 0.162742
0, 2, 10, 0.217390
0, 2, 11, 0.337023
0, 2, 12, 100.000000
0, 2, 13, 100.000000
0, 3, 0, 0.099894
0, 3, 1, 0.054947
0, 3, 2, 0.042445
0, 3, 3, 0.040589
0, 3, 4, 0.044202
0, 3, 5, 0.053676
0, 3, 6, 0.061946
0, 3, 7, 0.075472
0, 3, 8, 0.110916
0, 3, 9, 0.168255
0, 3, 10, 0.233387
0, 3, 11, 0.340695
0, 3, 12, 100.000000
0, 3, 13, 100.000000
0, 4, 0, 0.095321
0, 4, 1, 0.054147
0, 4, 2, 0.044156
0, 4, 3, 0.042462
0, 4, 4, 0.043311
0, 4, 5, 0.050728
0, 4, 6, 0.057895
0, 4, 7, 0.071950
0, 4, 8, 0.103354
0, 4, 9, 0.151498
0, 4, 10, 0.208385
0, 4, 11, 0.324108
0, 4, 12, 100.000000
0, 4, 13, 100.000000
0, 5, 0, 0.094150
0, 5, 1, 0.053434
0, 5, 2, 0.045394
0, 5, 3, 0.044081
0, 5, 4, 0.045352
0, 5, 5, 0.052618
0, 5, 6, 0.063744
0, 5, 7, 0.074747
0, 5, 8, 0.093550
0, 5, 9, 0.132868
0, 5, 10, 0.190876
0, 5, 11, 0.299457
0, 5, 12, 100.000000
0, 5, 13, 100.000000
0, 6, 0, 0.095651
0, 6, 1, 0.055790
0, 6, 2, 0.046501
0, 6, 3, 0.045247
0, 6, 4, 0.048204
0, 6, 5, 0.055235
0, 6, 6, 0.066358
0, 6, 7, 0.074956
0, 6, 8, 0.089069
0, 6, 9, 0.120983
0, 6, 10, 0.179980
0, 6, 11, 0.280387
0, 6, 12, 100.000000
0, 6, 13, 100.000000
0, 7, 0, 0.091759
0, 7, 1, 0.054427
0, 7, 2, 0.047606
0, 7, 3, 0.049261
0, 7, 4, 0.051433
0, 7, 5, 0.056641
0, 7, 6, 0.065418
0, 7, 7, 0.072967
0, 7, 8, 0.084159
0, 7, 9, 0.113355
0, 7, 10, 0.171562
0, 7, 11, 0.242345
0, 7, 12, 100.000000
0, 7, 13, 100.000000
0, 8, 0, 0.089599
0, 8, 1, 0.051533
0, 8, 2, 0.049652
0, 8, 3, 0.055181
0, 8, 4, 0.055942
0, 8, 5, 0.056933
0, 8, 6, 0.062405
0, 8, 7, 0.071067
0, 8, 8, 0.083402
0, 8, 9, 0.114810
0, 8, 10, 0.175092
0, 8, 11, 0.245789
0, 8, 12, 100.000000
0, 8, 13, 100.000000
0, 9, 0, 0.088890
0, 9, 1, 0.050801
0, 9, 2, 0.051065
0, 9, 3, 0.057493
0, 9, 4, 0.058273
0, 9, 5, 0.059659
0, 9, 6, 0.061409
0, 9, 7, 0.070725
0, 9, 8, 0.086232
0, 9, 9, 0.119560
0, 9, 10, 0.179112
0, 9, 11, 0.274181
0, 9, 12, 100.000000
0, 9, 13, 100.000000
0, 10, 0, 0.094402
0, 10, 1, 0.055619
0, 10, 2, 0.050900
0, 10, 3, 0.053857
0, 10, 4, 0.054437
0, 10, 5, 0.057847
0, 10, 6, 0.062499
0, 10, 7, 0.069522
0, 10, 8, 0.085269
0, 10, 9, 0.113575
